newsSource|publishDate|headlineText
The Daily Mail|2019 05 28|'There are bad side effects': The Voice's first transgender contestant Oliver Cuthbert, 15, reveals the downside of hormone replacement therapy
The Daily Mail|2019 05 28|Supreme Court allows transgender students in Pennsylvania to continue using the bathroom of their choosing by declining to take up case challenging gender identity protections
The Daily Mail|2019 05 28|Supreme Court rejects appeal over transgender bathrooms
The Daily Mail|2019 05 28|U.S. Supreme Court rejects challenge to policy accommodating Pennsylvania transgender students
The Daily Mail|2019 05 28|Italy elects its first transgender mayor
The Daily Mail|2019 05 30|Mourners in colourful outfits turn out for funeral of transgender lottery millionaire Melissa Ede - who died of a heart attack aged 58 
The Daily Mail|2019 06 01|'They're trying to get him to marry a transgender female': Married At First Sight's 'crazy' new season will pair a cisgender groom with a trans bride
The Daily Mail|2019 06 02|Transgender murderer, 23, is moved back to all-male jail after 'romping with a naked female inmate weeks after being moved to women's prison'
The Daily Mail|2019 06 03|Police: Body of transgender woman pulled from Dallas lake
The Daily Mail|2019 06 04|FBI is investigating a string of transgender women's deaths in Dallas after the SECOND murder in the city in two weeks sparks fears a serial killer is on the loose 
The Daily Mail|2019 06 04|Death of second transgender asylum seeker in U.S. sparks safety fears
The Daily Mail|2019 06 05|'Pretending to live like a boy felt weird': Transgender student, 16, becomes the only girl at a selective all-boys private school after changing her identity
The Daily Mail|2019 06 05|'It's a horrible stunt!' TV experts fear Married At First Sight will SURPRISE a potential groom with a transgender bride for shock value next season
The Daily Mail|2019 06 11|Family: Transgender inmate who died had a seizure disorder
The Daily Mail|2019 06 11|Survey finds boost in U.S. support for transgender rights
The Daily Mail|2019 06 11|Transgender woman is kidnapped, beaten and has her head shaved by gang in Pakistan after they tried to extort £5,000 in protection money  
The Daily Mail|2019 06 12|Man arrested in deaths of Dallas transgender woman, 2 others
The Daily Mail|2019 06 12|2021 census to include new questions on transgender and sexual identities
The Daily Mail|2019 06 12|NSPCC says sorry after cutting ties with transgender model Munroe Bergdorf
The Daily Mail|2019 06 13|US considers more options for detaining transgender migrants
The Daily Mail|2019 06 14|U.S. court lets Trump transgender military ban stand, orders new review
The Daily Mail|2019 06 16|Transgender woman who spent £54k on her dream body reveals she's transformed from a thirty five stone man to a fifteen stone curvy lady in just TWO YEARS
The Daily Mail|2019 06 17|Mastercard introduces 'True Name' cards allowing transgender people to use their preferred name without getting it legally changed
The Daily Mail|2019 06 17|Israel Folau's tiny congregation could soon be forced to find a new church space to rent after footy star blasted transgender kids in his latest sermon
The Daily Mail|2019 06 21|Bond set for Texas man charged in death of transgender woman
The Daily Mail|2019 06 21|REVEALED: Transgender suspect in Colorado school shooting says he carried out the attack to get revenge on students who 'said he was disgusting for trying to be a guy' - and admits to taking cocaine before rampage
The Daily Mail|2019 06 21|Man arrested in death of transgender woman found in lake
The Daily Mail|2019 06 25|Philadelphia police outline new transgender policy
The Daily Mail|2019 06 26|'He purposely misgendered Caitlyn Jenner!' Brody Jenner faces a furious backlash after calling his transgender father 'he' TWICE in the premiere of The Hills: New Beginnings
The Daily Mail|2019 06 27|Death of Kansas City black transgender woman 2nd in 4 years
The Daily Mail|2019 06 27|Spider-Man: Far From Home star Zach Barack says it's 'incredibly meaningful' to be the first openly transgender actor to appear in a Marvel movie
The Daily Mail|2019 06 30|'Do I like trannies?' Notorious killer bikie to address claims he has a fetish for men who dress as women in tell-all video - even if it could lead to him being ASSASSINATED
The Daily Mail|2019 07 01|'Binary sex matters!' Former Olympic swimmer Sharron Davies sparks another transgender row after tweeting about the need for males and females for procreation 
The Daily Mail|2019 07 01|Mother's agony after her transgender son, 18, took his own life months after paying for hormone therapy from illegal online clinic because he faced a six-year wait on the NHS 
The Daily Mail|2019 07 03|'I needed makeup to feel safe': Transgender star Laverne Cox reveals how she used cosmetics to cope with daily abuse and harassment - as she shares how she learned to celebrate her bare-faced beauty 
The Daily Mail|2019 07 06|'Male or female?' Crucial question in the Australian Census could be SCRAPPED in respect of the transgender community
The Daily Mail|2019 07 09|Illinois transgender inmate in legal battle over abuse freed
The Daily Mail|2019 07 09|Alabama mayor refuses to step down amid ongoing outrage over his Facebook comments about 'killing out' socialists, 'baby killers' and gay and transgender people - which prompted two council members to resign
The Daily Mail|2019 07 10|Colorado settles suit by transgender inmate who alleged rape
The Daily Mail|2019 07 10|Christian doctor who refused to call transgender women 'she' was sacked after saying he wouldn't refer to 'a 6ft tall bearded man' as 'madam', tribunal hears 
The Daily Mail|2019 07 11|Christian doctor in transgender row `was not suspended from work´, tribunal told
The Daily Mail|2019 07 13|The book that dares to take on transgender myths told to children: Experts reveal psychologists are scared to question transgender ideology, GPs are afraid of being branded transphobic and teens are being wrongly diagnosed
The Daily Mail|2019 07 16|Revealed: The transgender man fighting to be registered as 'father' or 'parent' rather than a mother on his child's birth certificate after judge rules he CAN be named
The Daily Mail|2019 07 17|STATELINE-States Diverge on Transgender Health Care
The Daily Mail|2019 07 17|Egypt releases transgender woman after 4 months in jail
The Daily Mail|2019 07 19|Transgender comedian Eddie Izzard, 57, wears his trademark pink lipstick, mini skirt and knee high boots as he arrives into LAX
The Daily Mail|2019 07 20|NHS psychologist claims poor and abused children are wrongly being labelled transgender and prescribed sex-change treatments without appropriate testing by clinicians who 'fear being labelled transphobic'
The Daily Mail|2019 07 23|Trans man, 22, who had a penis crafted using skin from his forearm develops dozens of tiny STONES in his urethra
The Daily Mail|2019 07 23|Virginia school board stand by transgender bathroom ban in federal court and insist former student is still female despite updated birth certificate and court order 
The Daily Mail|2019 07 26|Trans woman who filed a controversial human rights complaint against salons over claims she was refused services, including Brazilian waxes, is accused of engaging in 'inappropriate sexual behaviors' with a 14-year-old girl
The Daily Mail|2019 07 26|Sentence for transgender woman who tried to kill three people with an axe inside a 7-Eleven after a Tinder date is an 'affront to justice', lawyer says
The Daily Mail|2019 07 28|2 transgender women tortured, killed in Pakistan
The Daily Mail|2019 07 29|Parents reveal BOTH of their children are transgender after they decided to transition aged five and seven - and insist they're happier than ever
The Daily Mail|2019 07 30|Calls for transgender athletes to compete in their own category after Kiwi weightlifter won haul of medals following her transition from a man to a woman 
The Daily Mail|2019 07 30|Weightlifter Hubbard becomes lightning rod for criticism of transgender policy
The Daily Mail|2019 07 30|Transgender woman who hacked 7-Eleven customers with an axe is attacked in prison because inmates want her moved to a male-only jail
The Daily Mail|2019 08 01|Queer Eye's Karamo Brown accepts Mario Lopez's apology for comments about transgender children: 'There still needs to be more education'
The Daily Mail|2019 08 01|Mario Lopez returns to host Extra after skipping an appearance amid controversy over his comments on transgender children - as #IStandWithMario trends on Twitter
The Daily Mail|2019 08 03|RHONY's Cindy Barshop reveals her nine-year-old son is transgender after controversial Mario Lopez comments
The Daily Mail|2019 08 05|Effort to roll back transgender rights fails in Uruguay
The Daily Mail|2019 08 05|Victoria's Secret hires first transgender model
The Daily Mail|2019 08 05|Can transgender women produce sperm mid-transition? Study finds a patient succeeded after five months off hormones - but that's not the case for all
The Daily Mail|2019 08 06|Australian academic says it can be 'masculine' to be pregnant as it is revealed 22 transgender men in the country gave birth last year 
The Daily Mail|2019 08 07|'Rainbow wedding': Indian transgender couple marry in emotional ceremony
The Daily Mail|2019 08 07|Victoria's Secret marketing boss, who was criticized last year for transphobic comments, QUITS just days after lingerie brand hires its first transgender model
The Daily Mail|2019 08 08|Scott Morrison slams Cricket Australia's controversial transgender policy - saying he is 'mystified' that it had to be introduced
The Daily Mail|2019 08 08|Australia welcomes transgender women to play elite cricket
The Daily Mail|2019 08 08|World's first transgender reality star Miriam Rivera dies aged 38: Mexican model from There's Something About Miriam and Big Brother Australia found 'hanging in mysterious circumstances' - as her husband suspects foul play
The Daily Mail|2019 08 08|Cricket Australia brings in a new policy for transgender and 'gender diverse' players - with a testosterone limit for the top female level
The Daily Mail|2019 08 09|Transgender son of strict religious missionaries reveals he was kicked out of his Christian college and left HOMELESS after the school found out he'd undergone top surgery
The Daily Mail|2019 08 09|Woman accuses Air New Zealand of discrimination claiming they refused to hire her as a flight attendant because she's transgender
The Daily Mail|2019 08 13|'This is rad!' Netflix is praised for introducing a transgender character in the reboot of hit 90s cartoon Rocko's Modern Life
The Daily Mail|2019 08 13|Children as young as THREE who identify as transgender are being referred for gender treatment when they should be sent to counselling, expert says
The Daily Mail|2019 08 13|Baptist college kicks out transgender student after surgery
The Daily Mail|2019 08 18|Transgender cricketer reignites row over who should be allowed to play women's sports after becoming a star for her Kent team
The Daily Mail|2019 08 19|World's first transgender actress Carlotta slams 'ridiculous' bill that allows people to change their sex on birth certificates - and says children should NOT be allowed to transition
The Daily Mail|2019 08 22|EXCLUSIVE: Trans teen Jazz Jennings says strangers restored her 'faith in humanity' after they defended a trans woman's right to use a ladies' bathroom on hidden camera show What Would You Do?
The Daily Mail|2019 08 22|Trans and non-binary college students are at a four-fold greater risk of mental health issues - and over a third have suicidal thoughts, study finds 
The Daily Mail|2019 08 22|New school transgender rules fire debate in Portugal
The Daily Mail|2019 08 22|Louisiana governor's race ad takes aim at transgender rights
The Daily Mail|2019 08 23|Transgender children are being urged not to tell their parents as doctors are accused of 'pushing kids into transitioning'
The Daily Mail|2019 08 24|Transgender jeweller is granted early access to her superannuation to fund sex change surgery after claiming she was mentally ill
The Daily Mail|2019 08 25|Charlize Theron posts rare photo of transgender daughter Jackson as they enjoy a day of apple picking while on vacation
The Daily Mail|2019 08 25|Boyfriend of murdered transgender woman, 22, is arrested for 'stabbing her multiple times and then dumping her body on the side of a road' in Texas 
The Daily Mail|2019 08 25|Bristol University PhD student, 29, says 'bullying' she experienced from a transgender activist has left her feeling unsafe on campus and could cost her a visa
The Daily Mail|2019 08 26|Health chiefs to review service that gives transgender children as young as 10 puberty-blocking drugs 
The Daily Mail|2019 08 29|Woman who accused her husband of cheating when she found lipstick in the car reveals he later came out as transgender - and now they're planning to remarry as wife and wife
The Daily Mail|2019 08 30|'Neighbours is a pioneer in Australian television': Actress Georgie Stone is about make history as Ramsay Street's first transgender character
The Daily Mail|2019 09 01|Kellie Maloney suicide hell: Transgender star reveals she tried to kill herself at her Portuguese villa because she missed her life as boxing promoter Frank 
The Daily Mail|2019 09 03|School board files appeal to defend its transgender policy
The Daily Mail|2019 09 04|Transgender Australians can change the sex on their birth certificates from TODAY
The Daily Mail|2019 09 04|Tinder reveals the 30 most right-swiped singletons in Britain including a 'proud' transgender woman and a professional wakeboarder - so would YOU date any of them?
The Daily Mail|2019 09 05|Transgender people in U.S. still face conversion therapy attempts
The Daily Mail|2019 09 06|RHONY's Cindy Barshop says her transgender son was 'upset' by Mario Lopez's controversial comments
The Daily Mail|2019 09 11|Transgender model at the center of bitter RHONY controversy slams Sonja and Dorinda's 'damaging' comments about her body - as she urges all trans women who are 'feeling inadequate' to 'keep strutting'
The Daily Mail|2019 09 11|Real Housewives stars Dorinda Medley and Sonja Morgan are branded 'disgusting' and 'transphobic' after making 'offensive' comments about a transgender model at NYFW - as Bravo fans call for them to be FIRED
The Daily Mail|2019 09 12|'That was my child': Transgender deaths devastate families
The Daily Mail|2019 09 12|Chinese transgender woman who was born a man tried to hack off her genitals with a scalpel because she was too scared to tell her family about her gender identity 
The Daily Mail|2019 09 13|Sam Smith breaks their silence on wanting to use they/them pronouns as non-binary singer admits they've been 'at war with their gender' for 'a lifetime'
The Daily Mail|2019 09 14|Law will force BBC and ITV chiefs to reveal how many gay and transsexual staff they have on and off screen 
The Daily Mail|2019 09 14|Detectives: Transgender woman slain, body burned in car
The Daily Mail|2019 09 14|It's now easier for a teacher to decide your little girl is a little boy than it is to give them aspirin! In a vital new book, DOUGLAS MURRAY reveals how transgender rights have become one of the most toxic issues of our age
The Daily Mail|2019 09 15|Sam Smith steps out for coffee after spending '£12million on new north London home'... as star comes out as non-binary following 'lifetime struggle' with gender
The Daily Mail|2019 09 15|Transgender group Mermaids says children as young as 12 who question their gender should be offered puberty-blocking medication
The Daily Mail|2019 09 18|Homicide investigation is launched after the body of a transgender woman, 55, is found in the debris of a North Carolina house fire three days after it was extinguished 
The Daily Mail|2019 09 18|Police investigate after transgender woman's body found
The Daily Mail|2019 09 18|Transgender man can sue Catholic hospital over hysterectomy
The Daily Mail|2019 09 21|Mother of one of Britain's youngest transgender toddlers hits back at critics who say her son was too young to know he wanted to be a girl at THREE YEARS OLD 
The Daily Mail|2019 09 22|Brit Awards bosses consider abolishing 'best male' and 'best female' categories to accommodate non-binary stars like Sam Smith 
The Daily Mail|2019 09 23|Police: Shooting of Dallas transgender woman was hate crime
The Daily Mail|2019 09 23|Mother whose child is non-binary admits she finds it 'really hard' to use 'they/them' pronouns - and confesses she hasn't made a 'great deal of effort' to stop using 'she' 
The Daily Mail|2019 09 24|Couple abused their transgender neighbour by calling her a 'fairy' and a 'gutless freak' after she trimmed their eucalyptus trees overhanging into her garden, court hears 
The Daily Mail|2019 09 24|Miss Transgender UK reveals she can smell her facial hair being BURNT off as she undergoes laser treatment to remove stubble
The Daily Mail|2019 09 25|Hundreds of doctors call for an urgent inquiry into risky treatment of children who believe they are transgender - as website of man who led the petition is sabotaged
The Daily Mail|2019 09 25|Call to modernise law after transgender man loses birth certificate battle
The Daily Mail|2019 09 25|Texas man, 29, arrested for aggravated assault after shooting a transgender woman several times in the chest and arm in a HATE crime
The Daily Mail|2019 09 25|Transgender man considering appeal after losing birth certificate fight
The Daily Mail|2019 09 25|Is a transgender man who gives birth a mother? Yes, says UK court
The Daily Mail|2019 09 25|Cop claims he 'felt threatened' and his safety was under 'imminent threat' before pushing a transgender woman into the wall of a police cell
The Daily Mail|2019 09 26|Singer Sade's transgender son Izaak Adu shares heartfelt post thanking his mother for her support following his gender reassignment surgery
The Daily Mail|2019 09 27|Gay, transgender fans 'welcome' at World Cup, says Qatar
The Daily Mail|2019 10 01|Trans woman aims to make history in US Supreme Court
The Daily Mail|2019 10 01|Virginia teacher who was fired after refusing to use male pronouns for a ninth-grade transgender student is suing his former school for $1 million, claiming it 'violated his religious rights'
The Daily Mail|2019 10 01|'I don't get it': Peter Andre SLAMS the notion of abolishing 'best male' and 'best female' award categories after Sam Smith comes out as non-binary... as they share shirtless 'nude' snap
The Daily Mail|2019 10 02|Christian doctor who claimed discrimination in transgender row loses tribunal
The Daily Mail|2019 10 02|Christian doctor, 56, who refused to refer to transgender people by their chosen sex or 'call any 6ft tall bearded man madam' because of his religion loses legal battle after he was sacked by DWP 
The Daily Mail|2019 10 02|Transgender patients can choose to be treated on male or female wards even if they haven't had gender reassignment surgery, NHS says
The Daily Mail|2019 10 04|Transgender veteran who began her transition after 11 'tough' years in the military gets 42JJ breasts to feel 'ultra feminine' - but says her daughter still calls her 'Dad'
The Daily Mail|2019 10 06|Veteran broadcaster John Humphrys, 76, says the BBC is too sympathetic on transgender issues and believes 'we are born men and women'
The Daily Mail|2019 10 06|Gay, transgender rights in spotlight as U.S. Supreme Court returns
The Daily Mail|2019 10 07|Victoria's Secret stores in New York and London will feature a transgender model in their windows for the FIRST time (after brand previously refused to cast 'transsexuals' in its show) 
The Daily Mail|2019 10 07|Victoria's Secret stores in New York and London will feature a transgender model in their windows for the FIRST time (after brand previously refused to cast 'transsexuals' in its show) 
The Daily Mail|2019 10 08|MPs give green light for Britain's first count of transgender population in next census 
The Daily Mail|2019 10 08|Transgender activist, 19, who created history by appearing on Neighbours slams Scott Morrison for criticising 'gender whisperers' in schools
The Daily Mail|2019 10 08|U.S. Supreme Court mulls major gay, transgender employment rights dispute
The Daily Mail|2019 10 08|Transgender man shunned by Baptist college to get new name
The Daily Mail|2019 10 08|YouTuber Trisha Paytas announces she is a 'transgender gay man' but says she will continue to live as a woman - her 'natural born gender' - prompting fury from critics who say she 'exploiting the LGBTQ community for clickbait' 
The Daily Mail|2019 10 08|U.S. Supreme Court weighs major gay, transgender employment rights case
The Daily Mail|2019 10 12|Furious mothers boycott Flora margarine after it pulls its adverts from Mumsnet in 'transphobia' row following complaints from a 'handful' of transgender activists 
The Daily Mail|2019 10 12|Furious mothers boycott Flora margarine after it pulls its adverts from Mumsnet in 'transphobia' row following complaints from a 'handful' of transgender activists 
The Daily Mail|2019 10 15|Transgender councillor elected in Bangladesh first
The Daily Mail|2019 10 15|'The problem with liberals today... is they are so ILLIBERAL!': Piers Morgan blasts gay activist for wanting to 'get people fired' who disagree with him in furious row over petition to sack him over transgender comments 
The Daily Mail|2019 10 16|Transgender influencer Gigi Gorgeous launches a genderless makeup range as she pushes to make the industry more inclusive and help 'everyone to feel beautiful'
The Daily Mail|2019 10 18|Revealed: Facial recognition only works if you are clearly gendered and white and can't determine trans and non-binary people, study finds
The Daily Mail|2019 10 21|EXCLUSIVE: 'It is absolutely hurtful and disgusting': Transgender actress Daniielle Alexis speaks out after Kate Ceberano said 'tranny' in two live interviews
The Daily Mail|2019 10 21|EXCLUSIVE: 'It is absolutely hurtful and disgusting': Transgender actress Daniielle Alexis speaks out after Kate Ceberano said 'tranny' in two live interviews
The Daily Mail|2019 10 21|She-Ra and the Princesses of Power introduces non-binary character Double Trouble voiced by non-binary star Jacob Tobia
The Daily Mail|2019 10 22|Champion transgender cyclist accuses the woman she defeated of 'poor sportsmanship' because she didn't link arms on the World Championship podium
The Daily Mail|2019 10 24|Texas judge rules father CAN fight to stop his transgender son, 7, transiting to a girl after he argued the child's mother made him grow up wearing dresses and constantly told him 'monsters eat little boys'
The Daily Mail|2019 10 25|Transgender man who gave birth but does not want to be called 'mother' on birth certificate vows to continue legal fight after losing High Court battle
The Daily Mail|2019 10 25|Founding Phones4U salesman, 49, dies in a Turkish jail where he was serving a 24-year sentence for murdering his transgender Russian 'mail-order' bride
The Daily Mail|2019 10 31|Virginia women's college updates transgender student policy
The Daily Mail|2019 10 31|EXCLUSIVE: Transgender woman, 24, who spent $150,000 to look like a Bratz doll reveals how she fell into the grips of a sex addiction - before turning her life around to become celibate
The Daily Mail|2019 11 01|Home-owner is convicted of criminal damage after furiously kicking in his transgender neighbour's garden fence when her trimmed overhanging branches fell into his garden
The Daily Mail|2019 11 08|Sex-change operations yield long-term mental health benefits for transgender people
The Daily Mail|2019 11 10|EXCLUSIVE: Transgender woman, 24, who spent $150,000 to look like a Bratz doll reveals how she fell into the grips of a sex addiction - before turning her life around to become celibate
The Daily Mail|2019 11 13|Transgender model blasts Instagram for removing a photo of him posing with his hands COVERING his genitals - saying men born biologically male 'do it all the time' without censorship
The Daily Mail|2019 11 15|Staff exodus hits top U.S. transgender group on eve of 2020 election campaign
The Daily Mail|2019 11 15|First major video game to feature a transgender lead character announced by Microsoft, 'raising the bar' for future LGBTQ inclusion in gaming 
The Daily Mail|2019 11 20|U.S. activists set aside day to remember transgender victims of violence
The Daily Mail|2019 11 28|The hair salon changing how transgenders are seen in Pakistan
The Daily Mail|2019 11 29|Caitlyn Jenner reveals she built a 6ft WALL around her house over fears she would be outed as transgender... but tore it down the day her Vanity Fair issue was released
The Daily Mail|2019 11 30|Thigh's the limit! Transgender model Andreja Pejic puts on a leggy display in an intricate sequined gown at the NGV Gala 2019
The Daily Mail|2019 12 03|Transgender activist who sued beauty salons for refusing to wax her male genitals now says a gynecologist refused to see her 
The Daily Mail|2019 12 04|Transgender teen charged in school shooting will be tried as an adult
The Daily Mail|2019 12 05|Federal court considers bathroom use by transgender student
The Daily Mail|2019 12 18|Transgender dancer who stripped and gave lap dances at annual homeless conference in Seattle says she got permission by the agency beforehand - and claims she now being harassed and threatened by white nationalists 
The Daily Mail|2019 12 18|Man, 25, is charged with the murder of a transgender girl, 18, who 'he befriended on Snapchat and killed in woodlands after she told him she was born male'
The Daily Mail|2019 12 19|Transgender player vents fury after being dropped from Australia's women's handball team 'because teammates didn't want to get changed and shower with her'
The Daily Mail|2019 12 19|Author JK Rowling draws criticism for transgender comments
The Daily Mail|2019 12 20|'It feels like a corner has been turned': Tax expert sacked over transgender tweet hails 'astonishing' support from JK Rowling as more celebrities including Sharon Davies and Duncan Bannatyne back her 
The Daily Mail|2019 12 23|Marketing expert who teaches transgender women how to be more 'feminine' with £100 make-up lessons and voice coaching insists he's NOT making money out of vulnerable people
The Daily Mail|2019 12 23|Transgender woman who wore T-shirt proclaiming that she's still biologically a man is accused of 'hate speech' and faces being thrown off LGBT committee at TUC
The Daily Mail|2020 01 01|'I am proud of my scars': Transgender teen Jazz Jennings shares swimsuit photos showing off her 'battle wounds' for the first time after undergoing gender confirmation surgery in 2018
The Daily Mail|2020 01 04|'I'm known as Ken but inside I've always felt like Barbie': Human Ken Doll Rodrigo Alves comes out as a transgender woman
The Daily Mail|2020 01 04|Transgender activist, 25, is found shot dead behind wheel of his taxi on New Year's Day hours after his cab company offered customers free rides home to keep people safe
The Daily Mail|2020 01 06|Couple who are set to become the UK's first transgender parents after both transitioning say they hope their 'powerful' story will bring hope to young people
The Daily Mail|2020 01 07|'I self-medicated with hormones and ended up in hospital': Rodrigo Alves reveals she risked her life to become a transgender woman in secret and now admits regrets over £600k surgeries 
The Daily Mail|2020 01 08|Gynaecology health charity drops 'women' from its name as it rebrands to include transgender men and non-binary people
The Daily Mail|2020 01 08|Gynaecology health charity drops 'women' from its name as it rebrands to include transgender men and non-binary people
The Daily Mail|2020 01 09|Rodrigo Alves displays her incredible new curves as she heads to the laser hair removal clinic... after coming out as a transgender woman
The Daily Mail|2020 01 10|Boy George rubbishes 'ridiculous' transphobia claims - after saying that  using someone's preferred gender pronoun is a 'modern form of attention-seeking'
The Daily Mail|2020 01 13|Mother, 41, says she may have to declare her eight-year-old model son 'non-binary' so he can keep his Instagram-famous long hair at secondary school
The Daily Mail|2020 01 14|U.S. Democrats seek release of transgender migrants in detention
The Daily Mail|2020 01 14|Dutch YouTube star Nikkie de Jager says she is transgender
The Daily Mail|2020 01 14|Transgender model claims sanitary brands should be re-designed because using 'pretty and pink' products targeted at women causes him psychological pain
The Daily Mail|2020 01 16|Rodrigo Alves looks sensational in bright pink leggings and a fluffy jacket after coming out as a transgender woman
The Daily Mail|2020 01 16|S.Korea to decide on first transgender soldier amid debate
The Daily Mail|2020 01 16|Debenhams pays transgender woman £9,000 in sex-discrimination case after refusing to give her a job 
The Daily Mail|2020 01 17|Rodrigo Alves flaunts her sensational curves in skin-tight jeans and a stylish silk shirt as she arrives in Milan after coming out as a transgender woman
The Daily Mail|2020 01 17|Belmarsh's only transgender prisoner recalls the heartbreaking moment she helped her sick father die as Ross Kemp's HMP Belmarsh viewers praise the 'brave' inmate
The Daily Mail|2020 01 21|Sam Smith will perform at Sydney's Gay and Lesbian Mardi Gras... after they came out as non-binary and adopted gender-neutral pronouns
The Daily Mail|2020 01 22|Now China's top transgender star eyes politics
The Daily Mail|2020 01 22|EXCLUSIVE: 'I thought I would never be allowed on TV again as a trans woman... but I got a pay rise': Rodrigo Alves says she finally feels accepted and discusses breast implant surgery
The Daily Mail|2020 01 22|S. Korean military decides to discharge transgender soldier
The Daily Mail|2020 01 24|Feminist Oxford professor is given security guards at work to protect her after threats from transgender activists
The Daily Mail|2020 01 26|Feminist Oxford professor warns 'democracy is under threat' after being given security guards at work to protect her from transgender activists
The Daily Mail|2020 01 29|Judge orders yob, 19, to pay £200 damages to transgender PCSO, 25, after shouting 'is it a boy or is it a girl' while he was on patrol on town 
The Daily Mail|2020 01 29|Teenage yob is ordered to pay £200 compensation to transgender police officer for shouting 'Is it a boy or is it a girl?' at him 
The Daily Mail|2020 02 01|Radio Four shocks listeners with X-rated sex references in 'no-holds-barred' drama about transgender trumpeter at 10.40am 
The Daily Mail|2020 02 03|Starbucks advert featuring trans man praised as `beautifully done´
The Daily Mail|2020 02 06|Married At First Sight's Hayley Vernon accuses a GROOM of spreading false rumours she is 'transgender' and using a shocking slur at a dinner party
The Daily Mail|2020 02 07|California may stop school fitness tests over concerns about non-binary students and fears they lead to bullying and body-shaming 
The Daily Mail|2020 02 09|Speaking out against transgender extremists has made me the most hated man on the internet, writes Father Ted creator GRAHAM LINEHAN 
The Daily Mail|2020 02 10|Ban on treatments for transgender kids fails in South Dakota
The Daily Mail|2020 02 12|Girls sue to block participation of transgender athletes
The Daily Mail|2020 02 12|Judge rules Oklahoma transgender inmate lawsuit can proceed
The Daily Mail|2020 02 12|Female high school runners are suing Connecticut amateur athletic bodies to block transgender athletes from participating in girls' sports, saying 'it's not fair to compete against boys'
The Daily Mail|2020 02 14|Transgender tweets were freedom of speech, British judge rules
The Daily Mail|2020 02 14|Mother-of-two who called a transgender woman a 'pig in a wig' is convicted of sending offensive tweets as free speech campaigners protest outside court
The Daily Mail|2020 02 14|Fair Cop founder wins partial court victory over transgender `hate incidents´
The Daily Mail|2020 02 18|Transgender athletes seek to become defendants in lawsuit
The Daily Mail|2020 02 20|M&S apologises to non-binary shopper who was born female after they were stopped from using the men's changing room
The Daily Mail|2020 02 23|Child killer who battered her toddler stepson to death starts relationship with transgender killer behind bars
The Daily Mail|2020 02 24|Republicans to honor girls suing over transgender policy
The Daily Mail|2020 02 26|Idaho moves closer to ban on transgender women in athletics
The Daily Mail|2020 02 27|Idaho targets transgender people, birth certificate changes
The Daily Mail|2020 02 27|Lawyer: Win over transgender runner shouldn't affect suit
The Daily Mail|2020 02 27|Olympic hero Tamsyn Lewis questions the fairness of transgender athletes competing in women's sports - and says many don't speak out because of political correctness
The Daily Mail|2020 03 02|Controversial gold-medal winning transgender weightlifter Laurel Hubbard suffers a major setback in her bid to qualify for the Tokyo Olympics
The Daily Mail|2020 03 04|Olympic advice on transgender athletes due after Tokyo Games
The Daily Mail|2020 03 05|Chile changing: transgender student leader lends voice to renewed protests
The Daily Mail|2020 03 06|'I'm gonna take it as a compliment': Married At First Sight's lesbian bride Tash Herz slams trolls who called her 'transgender'
The Daily Mail|2020 03 07|Glamour and equality in Thailand at world's top transgender pageant
The Daily Mail|2020 03 07|Judge sides with transgender Alaska librarian in health case
The Daily Mail|2020 03 08|NHS campaign promoting cervical smear tests fails to mention women in leaflet - but does offer guidance for transgender men 
The Daily Mail|2020 03 09|Miriam Margolyes claims overweight people are 'rejected' like other minority groups such as gay and transgender people - but don't speak up because they are 'ashamed'
The Daily Mail|2020 03 12|Advocates: Transgender woman sexually assaulted at ICE site
The Daily Mail|2020 03 14|Transgender activists are condemned by Grenfell Tower victims as they set off smoke bombs close to the block where 72 people died 
The Daily Mail|2020 03 17|Argentine television gets its first transgender news anchor
The Daily Mail|2020 03 17|Transgender pastor defies court to conduct same-sex marriages in Hong Kong
The Daily Mail|2020 03 18|Idaho transgender women sports ban bill heads to governor
The Daily Mail|2020 03 18|US naval officer sues over military transgender ban
The Daily Mail|2020 03 18|Man convicted in killings of 2 gay men, transgender woman
The Daily Mail|2020 03 19|Acclaimed author Jan Morris is 93, transgender and not only climbed Everest but broke news of its first ascent. She's never been honoured but she's: One hell of a dame (So why don't they make her one?)
The Daily Mail|2020 03 21|Transgender woman, 29, awaiting trial says she was repeatedly raped by two inmates while housed with men in a federal jail 
The Daily Mail|2020 03 24|Dad launches a swimwear line for transgender girls with bikini bottoms that have 'soft compression' in the front - after his own trans daughter struggled to find a swimsuit 
The Daily Mail|2020 03 25|Review: Trans woman and her sister learn acceptance, love
The Daily Mail|2020 03 31|Transgender YouTuber NikkieTutorials hits out at Ellen DeGeneres - revealing the TV host didn't even 'say hello' when she appeared on the show to discuss her decision to come out
The Daily Mail|2020 04 16|Idaho's transgender birth certificate ban goes back to court
The Daily Mail|2020 04 20|'I'm not buying it': Kyle Sandilands rants about having to call non-binary Sam Smith 'they' and 'them' - and says he now identifies as a black woman in protest
The Daily Mail|2020 04 24|How we became Britain's first transgender mum and dad: Ex-Army captain and actor reveal their astonishing full story and say  'we walked through fire to have Millie'
The Daily Mail|2020 04 24|Panama's gender-based quarantine problem for transsexuals
The Daily Mail|2020 04 26|U-turn on trans toilets in schools: Parents force council to pull guidance allowing transgender pupils to use girls' loos and dormitories
